3/30/2024 16:37:47,Avenida João Barth,árvore,Cerejeira do mato (do Rio Grande),Eugenia involucrata DC.,Nativa,"A ""Cerejeira-do-mato"" produz frutos que mudam do verde ao vermelho-púrpura quando maduros, muito apreciados por pássaros.",Acima de 40 cm,com podridão em muitos galhos e/ou folhas,adequado e sem vandalismo,"balanceada,  com unha de gato","Acima de 3,0 m",sem restrições,inadequado (menor que um metro quadrado),Normal
10/7/2023 11:18:12,Rua Vicente Eugênio Piedade,árvore,Cerejeira-do-Japão (Sakura),Prunus serrulata Lindl.,Exótica,"A famosa ""Sakura"" japonesa tem flores que desabrocham por apenas uma semana, simbolizando a transitoriedade da vida na cultura japonesa.",5 - 10 cm,saudável,adequado e sem vandalismo,balanceada,"De 2,5 até 3,0 m",sem restrições,inadequado (menor que um metro quadrado),Normal
10/7/2023 12:06:30,Rua Vicente Eugênio Piedade,árvore,Cerejeira-do-Japão (Sakura),Prunus serrulata Lindl.,Exótica,"A famosa ""Sakura"" japonesa tem flores que desabrocham por apenas uma semana, simbolizando a transitoriedade da vida na cultura japonesa.",30 - 35 cm,saudável,com machucados (cortes e rachaduras),balanceada,"De 2,5 até 3,0 m",sem restrições,inadequado (menor que um metro quadrado),Normal
10/8/2023 15:36:58,Rua Francisco Rodrigues Júnior,árvore,Cerejeira-do-Japão (Sakura),Prunus serrulata Lindl.,Exótica,"A famosa ""Sakura"" japonesa tem flores que desabrocham por apenas uma semana, simbolizando a transitoriedade da vida na cultura japonesa.",52 cm,saudável,adequado e sem vandalismo,"balanceada,  atrapalhando visão do trânsito","De 2,5 até 3,0 m",sem restrições,inadequado (menor que um metro quadrado),Normal
10/6/2023 18:40:15,Rua  Prof. Jair Barth,árvore,Chapéu-de-sol,Terminalia catappa L.,Exótica,"Conhecida como ""Chapéu-de-sol"", suas folhas ficam vermelhas antes de cair e suas amêndoas são comestíveis e saborosas.",15 - 20 cm,saudável,"com gravuras e letras, Lata presa no tronco ",balanceada,"De 2,5 até 3,0 m",sem restrições,inadequado (menor que um metro quadrado),destruição de calçada
10/7/2023 12:22:04,Rua Vicente Eugênio Piedade,árvore,Chapéu-de-sol,Terminalia catappa L.,Exótica,"Conhecida como ""Chapéu-de-sol"", suas folhas ficam vermelhas antes de cair e suas amêndoas são comestíveis e saborosas.",25 - 30 cm,Com podridão leve no tronco,com machucados (cortes e rachaduras),tocando rede elétrica,"De 1,5 até 2,0 m",sem restrições,inadequado (menor que um metro quadrado),Normal
10/15/2023 16:23:31,Rua Laura Calazans Luz de Moura,árvore,Chapéu-de-sol,Terminalia catappa L.,Exótica,"Conhecida como ""Chapéu-de-sol"", suas folhas ficam vermelhas antes de cair e suas amêndoas são comestíveis e saborosas.",Acima de 40,"saudável, Bastante musgo no tronco",adequado e sem vandalismo,balanceada,"De 2,5 até 3,0 m",sem restrições,inadequado (menor que um metro quadrado),Normal
10/23/2023 0:45:40,Rua Vicente Eugênio Piedade,árvore,Chapéu-de-sol,Terminalia catappa L.,Exótica,"Conhecida como ""Chapéu-de-sol"", suas folhas ficam vermelhas antes de cair e suas amêndoas são comestíveis e saborosas.",30 - 35 cm,saudável,adequado e sem vandalismo,Poda drástica,"De 2,5 até 3,0 m",sem restrições,inadequado (menor que um metro quadrado),Normal
9/26/2023 16:17:01,Rua José Calazans Luz,árvore,Cipreste,Callitropsis nootkatensis (D.Don) Oerst.,Exótica,"O ""Falso-ciprese"" produz uma madeira aromática e resistente à podridão, usada por indígenas para canoas e totens.",5 - 10 cm,saudável,adequado e sem vandalismo,balanceada,"De 2,5 até 3,0 m",sem restrições,inadequado,Normal
10/8/2023 14:56:49,Rua Francisco Rodrigues Júnior,árvore,Cipreste,Callitropsis nootkatensis (D.Don) Oerst.,Exótica,"O ""Falso-ciprese"" produz uma madeira aromática e resistente à podridão, usada por indígenas para canoas e totens.",10 - 15 cm,Alguns ramos secos,adequado e sem vandalismo,"balanceada,  tocando rede elétrica","De 2,5 até 3,0 m","sem restrições,  calçada com desnível (urbanismo)",inadequado (menor que um metro quadrado),Normal
10/23/2023 0:49:07,Rua Vicente Eugênio Piedade,árvore,Escova de garrafa,Melaleuca rugulosa (Link) Craven,Exótica,"Chamada de ""Escova-de-garrafa"", suas flores têm estames longos que lembram escovas de limpar garrafas.",35 - 40 cm,saudável,adequado e sem vandalismo,"Desbalanço lateral,  atrapalhando visão do trânsito","Acima de 3,0 m",calçada soerguida (árvore),inadequado (menor que um metro quadrado),destruição de calçada
10/23/2023 0:50:09,Rua Vicente Eugênio Piedade,árvore,Escova de garrafa,Melaleuca rugulosa (Link) Craven,Exótica,"Chamada de ""Escova-de-garrafa"", suas flores têm estames longos que lembram escovas de limpar garrafas.",Acima de 40 cm ,saudável,adequado e sem vandalismo,balanceada,"Acima de 3,0 m",sem restrições,inadequado (menor que um metro quadrado),Normal
9/28/2023 15:58:51,Rua José Calazans Luz,árvore,Ficus,Ficus racemosa L.,Exótica,"Conhecida como ""Figueira-dos-pagodes"", seus frutos crescem diretamente no tronco (caulifloria) e são importantes na alimentação de morcegos.",Acima de 40 cm ,saudável,adequado e sem vandalismo,balanceada,"De 2,5 até 3,0 m",sem restrições,inadequado (menor que um metro quadrado),raiz exposta
9/28/2023 16:05:45,Rua José Calazans Luz,árvore,Ficus,Ficus racemosa L.,Exótica,"Conhecida como ""Figueira-dos-pagodes"", seus frutos crescem diretamente no tronco (caulifloria) e são importantes na alimentação de morcegos.",Quase 1 metro ,com podridão em muitos galhos e/ou folhas,adequado e sem vandalismo,desbalanceada para a rua,"De 2,5 até 3,0 m",sem restrições,adequado (ao menos metro quadrado ),"raiz exposta,  destruição de calçada,  destruição de pavimento asfáltico,  raizes em direção ao muro "
10/6/2023 17:56:13,Rua  Prof. Jair Barth,árvore,Ficus,Ficus racemosa L.,Exótica,"Conhecida como ""Figueira-dos-pagodes"", seus frutos crescem diretamente no tronco (caulifloria) e são importantes na alimentação de morcegos.",30 - 35 cm,com podridão em alguns galhos e/ou folhas,com gravuras e letras,balanceada,"De 2,5 até 3,0 m",sem restrições,inadequado (menor que um metro quadrado),Normal
10/6/2023 18:14:47,Rua  Prof. Jair Barth,árvore,Ficus,Ficus racemosa L.,Exótica,"Conhecida como ""Figueira-dos-pagodes"", seus frutos crescem diretamente no tronco (caulifloria) e são importantes na alimentação de morcegos.",Acima de 40 cm ,"Com podridão leve no tronco, com podridão em muitos galhos e/ou folhas",adequado e sem vandalismo,balanceada,"De 2,5 até 3,0 m",sem restrições,inadequado (menor que um metro quadrado),Normal
10/6/2023 18:15:56,Rua  Prof. Jair Barth,árvore,Ficus,Ficus racemosa L.,Exótica,"Conhecida como ""Figueira-dos-pagodes"", seus frutos crescem diretamente no tronco (caulifloria) e são importantes na alimentação de morcegos.",Acima de 40 cm,"Com podridão leve no tronco, com podridão em alguns galhos e/ou folhas",adequado e sem vandalismo,balanceada,"De 2,5 até 3,0 m",sem restrições,inadequado (menor que um metro quadrado),Normal
10/6/2023 18:16:59,Rua  Prof. Jair Barth,árvore,Ficus,Ficus racemosa L.,Exótica,"Conhecida como ""Figueira-dos-pagodes"", seus frutos crescem diretamente no tronco (caulifloria) e são importantes na alimentação de morcegos.",Acima de 40 cm ,"com podridão severa de tronco, com podridão em alguns galhos e/ou folhas",adequado e sem vandalismo,balanceada,"De 2,5 até 3,0 m",sem restrições,inadequado (menor que um metro quadrado),raiz exposta
10/7/2023 12:10:26,Rua Vicente Eugênio Piedade,árvore,Ficus,Ficus racemosa L.,Exótica,"Conhecida como ""Figueira-dos-pagodes"", seus frutos crescem diretamente no tronco (caulifloria) e são importantes na alimentação de morcegos.",Acima de 40 cm ,"saudável, com podridão em alguns galhos e/ou folhas",adequado e sem vandalismo,balanceada,"De 2,5 até 3,0 m",sem restrições,inadequado (menor que um metro quadrado),Normal
10/7/2023 12:30:51,Rua João Vieira de Camargo,árvore,Ficus,Ficus racemosa L.,Exótica,"Conhecida como ""Figueira-dos-pagodes"", seus frutos crescem diretamente no tronco (caulifloria) e são importantes na alimentação de morcegos.",Acima de 40 cm ,com podridão severa de tronco,adequado e sem vandalismo,balanceada,"De 2,0  até 2,5 m",sem restrições,inadequado (menor que um metro quadrado),Normal
10/7/2023 12:37:02,Rua João Vieira de Camargo,árvore,Ficus,Ficus racemosa L.,Exótica,"Conhecida como ""Figueira-dos-pagodes"", seus frutos crescem diretamente no tronco (caulifloria) e são importantes na alimentação de morcegos.",Acima de 40 cm ,Com podridão leve no tronco,adequado e sem vandalismo,balanceada,"De 2,5 até 3,0 m",sem restrições,inadequado (menor que um metro quadrado),Normal
10/7/2023 12:37:54,Rua João Vieira de Camargo,árvore,Ficus,Ficus racemosa L.,Exótica,"Conhecida como ""Figueira-dos-pagodes"", seus frutos crescem diretamente no tronco (caulifloria) e são importantes na alimentação de morcegos.",25 - 30 cm,Com podridão leve no tronco,adequado e sem vandalismo,balanceada,"De 2,5 até 3,0 m",sem restrições,inadequado (menor que um metro quadrado),Normal
10/7/2023 12:38:31,Rua João Vieira de Camargo,árvore,Ficus,Ficus racemosa L.,Exótica,"Conhecida como ""Figueira-dos-pagodes"", seus frutos crescem diretamente no tronco (caulifloria) e são importantes na alimentação de morcegos.",35 - 40 cm,Com podridão leve no tronco,adequado e sem vandalismo,balanceada,"De 2,5 até 3,0 m",sem restrições,inadequado (menor que um metro quadrado),Normal
10/8/2023 15:10:48,Rua Francisco Rodrigues Júnior,árvore,Ficus,Ficus racemosa L.,Exótica,"Conhecida como ""Figueira-dos-pagodes"", seus frutos crescem diretamente no tronco (caulifloria) e são importantes na alimentação de morcegos.",80 cm,"Com podridão leve no tronco, com podridão em alguns galhos e/ou folhas, Resquícios de caiaçao",com machucados (cortes e rachaduras),balanceada,"De 2,5 até 3,0 m",calçada soerguida (árvore),ausente (colo soterrado),"raiz exposta,  destruição de calçada"
10/8/2023 15:13:03,Rua Francisco Rodrigues Júnior,árvore,Ficus,Ficus racemosa L.,Exótica,"Conhecida como ""Figueira-dos-pagodes"", seus frutos crescem diretamente no tronco (caulifloria) e são importantes na alimentação de morcegos.",35 - 40 cm,"Com podridão leve no tronco, com podridão em muitos galhos e/ou folhas",com machucados (cortes e rachaduras),balanceada,"De 2,5 até 3,0 m",sem restrições,ausente (colo soterrado),raiz exposta
10/8/2023 15:15:14,Rua Francisco Rodrigues Júnior,árvore,Ficus,Ficus racemosa L.,Exótica,"Conhecida como ""Figueira-dos-pagodes"", seus frutos crescem diretamente no tronco (caulifloria) e são importantes na alimentação de morcegos.",35 - 40 cm,com podridão em alguns galhos e/ou folhas,com machucados (cortes e rachaduras),balanceada,"De 2,5 até 3,0 m",sem restrições,ausente (colo soterrado),raiz exposta
10/8/2023 15:17:30,Rua Francisco Rodrigues Júnior,árvore,Ficus,Ficus racemosa L.,Exótica,"Conhecida como ""Figueira-dos-pagodes"", seus frutos crescem diretamente no tronco (caulifloria) e são importantes na alimentação de morcegos.",35 - 40 cm,Com podridão leve no tronco,com machucados (cortes e rachaduras),"balanceada,  com bromélias","De 2,5 até 3,0 m",sem restrições,inadequado (menor que um metro quadrado),raiz exposta
10/15/2023 16:00:12,Rua Laura Calazans Luz de Moura,árvore,Ficus,Ficus racemosa L.,Exótica,"Conhecida como ""Figueira-dos-pagodes"", seus frutos crescem diretamente no tronco (caulifloria) e são importantes na alimentação de morcegos.",10 - 15 cm,com podridão em alguns galhos e/ou folhas,com machucados (cortes e rachaduras),balanceada,"De 2,0  até 2,5 m",calçada soerguida (árvore),inadequado (menor que um metro quadrado),destruição de calçada
9/28/2023 16:32:25,Rua José Calazans Luz,árvore,Flamboyant,Delonix regia (Bojer ex Hook.) Raf.,Exótica,"O ""Flamboyant"" é considerado uma das árvores mais floríferas do mundo, criando um espetáculo de cores vermelhas quando em flor.",Acima de 40 cm,com podridão em alguns galhos e/ou folhas,adequado e sem vandalismo,"desbalanceada para a rua,  desbalanço lateral","Acima de 3,0 m",sem restrições,inadequado (menor que um metro quadrado),"raiz exposta,  destruição de calçada,  destruição de pavimento asfáltico"
10/8/2023 15:24:45,Rua Francisco Rodrigues Júnior,árvore,Flamboyant,Delonix regia (Bojer ex Hook.) Raf.,Exótica,"O ""Flamboyant"" é considerado uma das árvores mais floríferas do mundo, criando um espetáculo de cores vermelhas quando em flor.",60 cm,"Com podridão leve no tronco, com podridão em alguns galhos e/ou folhas","com machucados (cortes e rachaduras), Raizes expostas enoveladas","Desbalanço lateral,  com erva de passarinho,  com bromélias","De 2,5 até 3,0 m",calçada soerguida (árvore),inadequado (menor que um metro quadrado),"raiz exposta,  destruição de calçada,  destruição de pavimento asfáltico"
10/6/2023 18:01:18,Rua  Prof. Jair Barth,árvore,Goiabeira,Psidium guajava L.,Nativa,"A ""Goiabeira"" tem folhas com propriedades medicinais e seus frutos contêm 4 vezes mais vitamina C que a laranja.",25 - 30 cm,"Com podridão leve no tronco, com podridão em alguns galhos e/ou folhas",com gravuras e letras,balanceada,"De 2,5 até 3,0 m",sem restrições,ausente (colo soterrado),destruição de calçada
10/7/2023 11:52:55,Rua Vicente Eugênio Piedade,árvore,Goiabeira,Psidium guajava L.,Nativa,"A ""Goiabeira"" tem folhas com propriedades medicinais e seus frutos contêm 4 vezes mais vitamina C que a laranja.",15 - 20 cm,saudável,adequado e sem vandalismo,Desbalanço lateral,"De 2,0  até 2,5 m",sem restrições,inadequado (menor que um metro quadrado),Normal
10/15/2023 16:11:29,Rua Laura Calazans Luz de Moura,árvore,Goiabeira,Psidium guajava L.,Nativa,"A ""Goiabeira"" tem folhas com propriedades medicinais e seus frutos contêm 4 vezes mais vitamina C que a laranja.",15 - 20 cm,saudável,adequado e sem vandalismo,"balanceada, atrapalhando visão do trânsito,  com fiação amarrada nela","De 2,0  até 2,5 m",sem restrições,inadequado (menor que um metro quadrado),Normal
10/7/2023 11:22:53,Rua Vicente Eugênio Piedade,árvore,Hibisco,Hibiscus rosa-sinensis L. ,Exótica,"O ""Hibisco"" tem flores comestíveis usadas para chás e suas pétalas eram usadas para polir sapatos no passado.",5 - 10 cm,Com podridão leve no tronco,adequado e sem vandalismo,Desbalanço lateral,"De 2,5 até 3,0 m",sem restrições,inadequado (menor que um metro quadrado),Normal
10/7/2023 12:43:03,Rua João Vieira de Camargo,árvore,Hibisco,Hibiscus rosa-sinensis L. ,Exótica,"O ""Hibisco"" tem flores comestíveis usadas para chás e suas pétalas eram usadas para polir sapatos no passado.",30 - 35 cm,saudável,adequado e sem vandalismo,balanceada,"De 2,0  até 2,5 m",sem restrições,inadequado (menor que um metro quadrado),Normal
10/15/2023 15:38:43,Rua Laura Calazans Luz de Moura,árvore,Hibisco,Hibiscus rosa-sinensis L. ,Exótica,"O ""Hibisco"" tem flores comestíveis usadas para chás e suas pétalas eram usadas para polir sapatos no passado.",15 - 20 cm,"Com podridão leve no tronco, Hibisco amarelo",com machucados (cortes e rachaduras),balanceada,"De 1,5 até 2,0 m",copa e/ou galhos no caminho,inadequado (menor que um metro quadrado),Normal
10/15/2023 16:27:45,Rua Laura Calazans Luz de Moura,árvore,Ipê amarelo,Handroanthus albus (Cham.) Mattos,Nativa,"O ""Ipê-amarelo"" é a árvore símbolo do Brasil e sua madeira é tão densa que não flutua na água.",20 - 25 cm,Tomado por erva de passarinho e figueira mata pau,adequado e sem vandalismo,"desbalanceada para o imóvel,  tocando rede elétrica,  com erva de passarinho,  com figueira mata pau,  com bromélias","De 2,0  até 2,5 m",sem restrições,inadequado (menor que um metro quadrado),Normal
3/30/2024 16:11:47,Avenida João Barth,árvore,Ipê amarelo,Handroanthus albus (Cham.) Mattos,Nativa,"O ""Ipê-amarelo"" é a árvore símbolo do Brasil e sua madeira é tão densa que não flutua na água.",15 - 20 cm,saudável,adequado e sem vandalismo,balanceada,"Acima de 3,0 m",sem restrições,inadequado (menor que um metro quadrado),Normal
3/30/2024 17:01:11,Avenida João Barth,árvore,Ipê amarelo,Handroanthus albus (Cham.) Mattos,Nativa,"O ""Ipê-amarelo"" é a árvore símbolo do Brasil e sua madeira é tão densa que não flutua na água.",5 - 10 cm,saudável,adequado e sem vandalismo,Muda nova,"Acima de 3,0 m",sem restrições,inadequado (menor que um metro quadrado),Normal
3/30/2024 17:11:11,Avenida João Barth,árvore,Ipê amarelo,Handroanthus albus (Cham.) Mattos,Nativa,"O ""Ipê-amarelo"" é a árvore símbolo do Brasil e sua madeira é tão densa que não flutua na água.",10 - 15 cm,saudável,adequado e sem vandalismo,balanceada,"Acima de 3,0 m",sem restrições,inadequado (menor que um metro quadrado),Normal
3/30/2024 17:17:04,Avenida João Barth,árvore,Ipê rosa,Tabebuia rosea (Bertol.) Bertero ex A.DC.,Nativa,"O ""Ipê-rosa"" floresce quando está quase sem folhas, criando um efeito visual impressionante de copas rosadas.",10 - 15 cm,saudável,adequado e sem vandalismo,balanceada,"Acima de 3,0 m",sem restrições,inadequado (menor que um metro quadrado),Normal
10/6/2023 17:16:22,Rua  Prof. Jair Barth,árvore,Ipê roxo,Handroanthus heptaphyllus (Vell.) Mattos,Nativa,"O ""Ipê-roxo"" tem flores que mudam de cor conforme envelhecem, do roxo para o rosa claro.",0 - 5 cm,saudável,adequado e sem vandalismo,balanceada,"De 2,5 até 3,0 m",sem restrições,inadequado (menor que um metro quadrado),Normal
10/15/2023 16:50:56,Rua Laura Calazans Luz de Moura,árvore,Ipê roxo,Handroanthus heptaphyllus (Vell.) Mattos,Nativa,"O ""Ipê-roxo"" tem flores que mudam de cor conforme envelhecem, do roxo para o rosa claro.",50 cm,saudável,adequado e sem vandalismo,"desbalanceada para o imóvel,  com bromélias","De 2,0  até 2,5 m",calçada soerguida (árvore),inadequado (menor que um metro quadrado),destruição de calçada
3/30/2024 16:56:18,Avenida João Barth,árvore,Jacarandá mimoso,Jacaranda cuspidifolia Mart.,Nativa,"Conhecida como ""Jacarandá-mimoso"", suas flores caídas formam tapetes azuis no chão durante a floração.",25 - 30 cm,saudável,adequado e sem vandalismo,"balanceada,  desbalanceada para a rua","Acima de 3,0 m",sem restrições,ausente (colo soterrado),Normal
3/30/2024 16:58:06,Avenida João Barth,árvore,Jacarandá mimoso,Jacaranda cuspidifolia Mart.,Nativa,"Conhecida como ""Jacarandá-mimoso"", suas flores caídas formam tapetes azuis no chão durante a floração.",25 - 30 cm,saudável,adequado e sem vandalismo,"balanceada,  desbalanceada para a rua","Acima de 3,0 m",sem restrições,ausente (colo soterrado),Normal
